order_id,vendor_id,product_id,order_date,promised_delivery_date,actual_delivery_date,order_quantity,defective_quantity,order_value,transport_mode,delivery_city,delivery_state
9337172,118675,78069,2025-01-12,2025-01-20,2025-01-25,500,10,38360,Rail,Surat,Gujarat
8060493,301108,67273,2024-07-05,2024-07-09,2024-07-16,5000,100,1055550,Air,Kolkata,West Bengal
3359014,924197,89752,2024-06-18,2024-06-25,2024-06-30,10000,500,1797400,Air,Indore,Madhya Pradesh
9640515,547239,24395,2025-01-19,2025-01-25,2025-01-30,10000,500,2330500,Road,Delhi,Delhi
3038042,118675,78378,2025-06-18,2025-06-24,2025-06-25,10000,200,767200,Air,Surat,Gujarat
5673351,313802,40433,2025-01-28,2025-02-05,2025-02-06,1000,20,71370,Air,Delhi,Delhi
7757978,176588,21317,2024-04-15,2024-04-21,2024-04-21,10000,200,1153400,Air,Coimbatore,Tamil Nadu
1294261,360610,95673,2024-07-18,2024-07-23,2024-07-24,500,5,72660,Road,Delhi,Delhi
2395455,381632,82158,2024-10-28,2024-11-02,2024-11-05,5000,0,963150,Rail,Mumbai,Maharashtra
5780392,674253,78378,2024-01-24,2024-02-01,2024-02-04,1000,50,141820,Air,Surat,Gujarat
3463026,307937,78069,2024-04-30,2024-05-07,2024-05-10,500,25,108295,Road,Jaipur,Rajasthan
9011557,674253,40433,2024-08-09,2024-08-15,2024-08-20,1000,10,141820,Rail,Surat,Gujarat
3173301,302361,16209,2025-01-05,2025-01-10,2025-01-15,1000,0,138630,Rail,Bhubaneswar,Odisha
5079208,302361,78069,2024-01-04,2024-01-10,2024-01-13,500,5,69315,Air,Bhubaneswar,Odisha
7712735,674253,24395,2025-03-20,2025-03-26,2025-03-26,10000,100,1418200,Rail,Surat,Gujarat
6356903,853594,40433,2025-01-02,2025-01-10,2025-01-17,1000,50,182990,Air,Indore,Madhya Pradesh
5537916,302361,21317,2024-09-29,2024-10-03,2024-10-08,5000,250,693150,Rail,Bhubaneswar,Odisha
2670809,165878,95673,2025-02-20,2025-02-24,2025-02-25,500,25,11355,Rail,Bhubaneswar,Odisha
4692063,360610,67273,2024-04-10,2024-04-15,2024-04-16,10000,200,1453200,Air,Delhi,Delhi
6231957,307937,67273,2024-12-10,2024-12-14,2024-12-16,1000,20,216590,Rail,Jaipur,Rajasthan
7561943,853594,77830,2024-06-01,2024-06-06,2024-06-11,2000,40,365980,Air,Indore,Madhya Pradesh
6460542,736402,88434,2024-02-11,2024-02-15,2024-02-16,5000,50,369750,Road,Jaipur,Rajasthan
6815574,938521,24395,2024-01-07,2024-01-15,2024-01-18,10000,500,1465200,Rail,Vadodara,Gujarat
8345592,176588,16209,2024-03-05,2024-03-09,2024-03-09,5000,50,576700,Road,Coimbatore,Tamil Nadu
3085346,522606,21317,2024-03-24,2024-03-29,2024-04-03,2000,0,256120,Road,Jaipur,Rajasthan
5609551,522606,21317,2024-03-08,2024-03-15,2024-03-20,500,10,64030,Road,Jaipur,Rajasthan
1451616,165878,24395,2024-10-27,2024-11-04,2024-11-04,2000,0,45420,Rail,Bhubaneswar,Odisha
5914112,363028,67273,2025-02-21,2025-02-26,2025-03-05,10000,100,770300,Air,Bhubaneswar,Odisha
2945434,736402,67273,2025-03-29,2025-04-05,2025-04-12,1000,0,73950,Air,Jaipur,Rajasthan
9735027,912391,88434,2025-01-12,2025-01-17,2025-01-24,2000,40,337380,Road,Kolkata,West Bengal
9976847,674253,95673,2025-05-22,2025-05-29,2025-06-01,10000,200,1418200,Rail,Surat,Gujarat
7124056,328815,16209,2024-06-15,2024-06-19,2024-06-26,5000,50,297100,Air,Nagpur,Maharashtra
2329389,690831,40433,2025-02-16,2025-02-23,2025-03-02,1000,10,53900,Rail,Hyderabad,Telangana
9312704,674253,78378,2024-01-20,2024-01-28,2024-01-28,5000,250,709100,Rail,Surat,Gujarat
6923433,363028,16209,2024-02-18,2024-02-23,2024-02-28,10000,0,770300,Rail,Bhubaneswar,Odisha
2317946,522606,82158,2024-01-24,2024-01-31,2024-02-05,10000,200,1280600,Road,Jaipur,Rajasthan
1058240,781209,88434,2024-07-18,2024-07-23,2024-07-24,5000,50,261550,Road,Ahmedabad,Gujarat
1311034,924197,78069,2024-05-15,2024-05-21,2024-05-23,1000,10,179740,Rail,Indore,Madhya Pradesh
3788549,328815,67273,2025-02-14,2025-02-18,2025-02-21,10000,0,594200,Rail,Nagpur,Maharashtra
5103764,313802,24395,2024-01-11,2024-01-16,2024-01-17,500,0,35685,Air,Delhi,Delhi
9504238,674253,77830,2024-06-16,2024-06-20,2024-06-23,500,5,70910,Rail,Surat,Gujarat
1746794,360610,88434,2024-08-31,2024-09-08,2024-09-15,2000,20,290640,Rail,Delhi,Delhi
5646173,187821,78378,2025-05-22,2025-05-30,2025-06-04,2000,100,456340,Road,Coimbatore,Tamil Nadu
1019168,690831,67273,2024-07-13,2024-07-18,2024-07-21,500,10,26950,Rail,Hyderabad,Telangana
4924927,165878,88434,2024-09-27,2024-10-05,2024-10-05,1000,20,22710,Road,Bhubaneswar,Odisha
6037050,720230,21317,2024-05-24,2024-05-31,2024-06-02,10000,0,404000,Road,Jaipur,Rajasthan
1063043,690831,77830,2025-03-17,2025-03-23,2025-03-25,500,5,26950,Rail,Hyderabad,Telangana
1805589,912391,21317,2024-07-28,2024-08-03,2024-08-03,5000,250,843450,Air,Kolkata,West Bengal
5639080,720230,67273,2024-04-20,2024-04-25,2024-04-28,5000,50,202000,Road,Jaipur,Rajasthan
4173701,328815,82158,2024-03-17,2024-03-21,2024-03-22,500,25,29710,Air,Nagpur,Maharashtra
5032536,360610,24395,2024-07-05,2024-07-09,2024-07-16,1000,20,145320,Air,Delhi,Delhi
2758246,360610,67273,2025-03-05,2025-03-10,2025-03-15,10000,200,1453200,Air,Delhi,Delhi
3831057,187821,82158,2025-05-18,2025-05-26,2025-05-29,1000,50,228170,Road,Coimbatore,Tamil Nadu
8143216,328815,82158,2024-09-05,2024-09-09,2024-09-14,1000,20,59420,Rail,Nagpur,Maharashtra
1637901,328815,95673,2024-01-30,2024-02-05,2024-02-06,10000,500,594200,Air,Nagpur,Maharashtra
5901258,674253,78069,2024-01-24,2024-01-31,2024-02-07,10000,500,1418200,Rail,Surat,Gujarat
2074617,492904,67273,2024-05-01,2024-05-08,2024-05-11,500,25,75540,Rail,Kolkata,West Bengal
3501043,547239,21317,2024-08-29,2024-09-05,2024-09-10,1000,0,233050,Rail,Delhi,Delhi
8748161,674253,89752,2024-01-03,2024-01-10,2024-01-15,1000,0,141820,Air,Surat,Gujarat
8522338,781209,24395,2024-06-24,2024-06-29,2024-06-30,2000,40,104620,Air,Ahmedabad,Gujarat
5364847,736402,67273,2024-06-12,2024-06-16,2024-06-19,2000,0,147900,Rail,Jaipur,Rajasthan
6020968,640867,21317,2025-04-03,2025-04-07,2025-04-14,2000,100,351660,Air,Bhubaneswar,Odisha
3818146,118675,89752,2024-06-02,2024-06-06,2024-06-11,1000,0,76720,Air,Surat,Gujarat
1778583,512461,88434,2024-05-22,2024-05-28,2024-06-02,5000,250,1078950,Air,Pune,Maharashtra
3256908,924197,78378,2024-02-10,2024-02-18,2024-02-23,10000,200,1797400,Road,Indore,Madhya Pradesh
2104074,853594,24395,2025-03-16,2025-03-24,2025-03-29,10000,200,1829900,Air,Indore,Madhya Pradesh
6843691,381632,24395,2024-01-17,2024-01-22,2024-01-23,500,10,96315,Road,Mumbai,Maharashtra
1222658,307937,40433,2024-08-23,2024-08-31,2024-09-03,10000,200,2165900,Air,Jaipur,Rajasthan
5914877,302361,21317,2024-10-25,2024-10-30,2024-11-01,10000,200,1386300,Air,Bhubaneswar,Odisha
6951623,690831,16209,2025-06-08,2025-06-16,2025-06-23,500,0,26950,Rail,Hyderabad,Telangana
2591838,912391,78069,2024-12-21,2024-12-28,2025-01-04,10000,500,1686900,Road,Kolkata,West Bengal
7922586,522606,82158,2025-03-27,2025-03-31,2025-04-02,1000,10,128060,Air,Jaipur,Rajasthan
3110359,522606,89752,2025-02-15,2025-02-22,2025-02-25,5000,50,640300,Air,Jaipur,Rajasthan
5902664,176588,95673,2024-07-10,2024-07-14,2024-07-19,5000,100,576700,Rail,Coimbatore,Tamil Nadu
6771493,140937,88434,2024-03-20,2024-03-28,2024-03-28,5000,250,726550,Air,Indore,Madhya Pradesh
6333490,781209,89752,2025-06-28,2025-07-05,2025-07-08,10000,100,523100,Air,Ahmedabad,Gujarat
3334391,924197,88434,2025-03-22,2025-03-30,2025-04-02,1000,10,179740,Rail,Indore,Madhya Pradesh
2533875,938521,24395,2025-06-12,2025-06-20,2025-06-21,5000,0,732600,Air,Vadodara,Gujarat
2098888,360610,21317,2025-06-28,2025-07-04,2025-07-11,10000,0,1453200,Rail,Delhi,Delhi
7710794,547239,40433,2024-07-09,2024-07-14,2024-07-16,500,10,116525,Road,Delhi,Delhi
2088117,512461,21317,2025-01-04,2025-01-11,2025-01-14,10000,200,2157900,Air,Pune,Maharashtra
7572924,938521,78069,2025-04-12,2025-04-20,2025-04-20,500,0,73260,Road,Vadodara,Gujarat
5406972,187821,95673,2024-10-13,2024-10-21,2024-10-22,2000,40,456340,Rail,Coimbatore,Tamil Nadu
5549479,313802,77830,2024-09-14,2024-09-19,2024-09-24,5000,250,356850,Air,Delhi,Delhi
4778797,313802,82158,2025-02-07,2025-02-12,2025-02-13,2000,40,142740,Road,Delhi,Delhi
9565380,912391,88434,2024-09-09,2024-09-14,2024-09-21,10000,200,1686900,Rail,Kolkata,West Bengal
3203813,302361,21317,2024-08-15,2024-08-20,2024-08-25,10000,0,1386300,Rail,Bhubaneswar,Odisha
7134305,302361,88434,2025-02-18,2025-02-23,2025-02-25,500,10,69315,Road,Bhubaneswar,Odisha
5488082,853594,40433,2025-06-29,2025-07-05,2025-07-12,5000,50,914950,Rail,Indore,Madhya Pradesh
6048315,307937,88434,2025-02-02,2025-02-07,2025-02-12,1000,50,216590,Air,Jaipur,Rajasthan
1357400,853594,78069,2024-08-14,2024-08-19,2024-08-21,10000,200,1829900,Road,Indore,Madhya Pradesh
3054394,492904,78378,2024-08-16,2024-08-24,2024-08-24,10000,500,1510800,Rail,Kolkata,West Bengal
7632613,522606,82158,2025-01-09,2025-01-13,2025-01-20,5000,100,640300,Rail,Jaipur,Rajasthan
5220197,363028,21317,2024-11-28,2024-12-02,2024-12-07,2000,100,154060,Air,Bhubaneswar,Odisha
6878663,363028,67273,2024-10-21,2024-10-27,2024-10-28,500,5,38515,Rail,Bhubaneswar,Odisha
9186659,176588,88434,2024-05-02,2024-05-10,2024-05-15,500,0,57670,Rail,Coimbatore,Tamil Nadu
5388106,853594,78378,2025-05-10,2025-05-15,2025-05-15,1000,20,182990,Air,Indore,Madhya Pradesh
9620142,313802,82158,2024-08-29,2024-09-04,2024-09-04,500,10,35685,Road,Delhi,Delhi
2403701,853594,21317,2025-02-07,2025-02-13,2025-02-13,2000,40,365980,Rail,Indore,Madhya Pradesh
9532724,640867,77830,2024-04-20,2024-04-26,2024-04-28,1000,0,175830,Road,Bhubaneswar,Odisha
4563278,690831,16209,2024-06-26,2024-07-02,2024-07-07,1000,50,53900,Rail,Hyderabad,Telangana
1536276,522606,21317,2025-06-21,2025-06-25,2025-06-26,5000,250,640300,Rail,Jaipur,Rajasthan
5078111,313802,67273,2024-02-16,2024-02-20,2024-02-25,2000,20,142740,Air,Delhi,Delhi
6799378,674253,78378,2024-04-21,2024-04-27,2024-04-27,500,10,70910,Road,Surat,Gujarat
6101555,118675,77830,2025-04-12,2025-04-19,2025-04-24,10000,0,767200,Air,Surat,Gujarat
2981359,674253,40433,2025-06-20,2025-06-27,2025-07-02,500,5,70910,Rail,Surat,Gujarat
1973063,512461,21317,2024-01-07,2024-01-13,2024-01-15,1000,10,215790,Air,Pune,Maharashtra
9981521,307937,24395,2025-06-23,2025-07-01,2025-07-03,5000,50,1082950,Road,Jaipur,Rajasthan
2785905,360610,40433,2024-12-04,2024-12-12,2024-12-15,5000,0,726600,Rail,Delhi,Delhi
7861316,176588,95673,2025-06-02,2025-06-09,2025-06-12,10000,500,1153400,Rail,Coimbatore,Tamil Nadu
3608016,912391,78069,2024-11-01,2024-11-06,2024-11-07,5000,100,843450,Air,Kolkata,West Bengal
8576817,118675,78378,2024-12-11,2024-12-17,2024-12-22,2000,100,153440,Rail,Surat,Gujarat
8491497,313802,16209,2024-11-20,2024-11-28,2024-11-30,1000,10,71370,Rail,Delhi,Delhi
3089649,363028,21317,2024-05-01,2024-05-05,2024-05-12,5000,100,385150,Road,Bhubaneswar,Odisha
3418096,302361,95673,2024-05-19,2024-05-23,2024-05-23,500,5,69315,Rail,Bhubaneswar,Odisha
9943182,381632,67273,2025-01-16,2025-01-21,2025-01-26,1000,0,192630,Road,Mumbai,Maharashtra
3566994,360610,67273,2024-05-14,2024-05-18,2024-05-20,2000,0,290640,Road,Delhi,Delhi
9537561,938521,77830,2024-01-06,2024-01-12,2024-01-14,5000,0,732600,Air,Vadodara,Gujarat
9735517,522606,21317,2024-07-27,2024-08-03,2024-08-08,1000,0,128060,Rail,Jaipur,Rajasthan
7963582,736402,67273,2024-11-06,2024-11-12,2024-11-17,10000,500,739500,Rail,Jaipur,Rajasthan
8455746,924197,24395,2025-05-17,2025-05-22,2025-05-25,1000,50,179740,Rail,Indore,Madhya Pradesh
8577214,313802,67273,2025-03-27,2025-04-02,2025-04-09,5000,50,356850,Air,Delhi,Delhi
9843083,853594,95673,2024-01-07,2024-01-12,2024-01-14,10000,100,1829900,Rail,Indore,Madhya Pradesh
4510535,176588,78378,2024-10-21,2024-10-26,2024-10-26,10000,100,1153400,Road,Coimbatore,Tamil Nadu
1976482,363028,40433,2024-04-18,2024-04-23,2024-04-24,500,5,38515,Road,Bhubaneswar,Odisha
4786874,302361,82158,2024-05-26,2024-05-30,2024-06-06,2000,0,277260,Road,Bhubaneswar,Odisha
4065668,640867,21317,2025-01-21,2025-01-25,2025-01-25,10000,100,1758300,Rail,Bhubaneswar,Odisha
3593261,562958,88434,2024-09-25,2024-10-02,2024-10-03,1000,50,85350,Rail,Chennai,Tamil Nadu
4220317,512461,78378,2024-01-25,2024-02-02,2024-02-03,5000,250,1078950,Air,Pune,Maharashtra
8996152,522606,78069,2024-03-30,2024-04-06,2024-04-07,1000,20,128060,Rail,Jaipur,Rajasthan
8278268,307937,21317,2025-04-20,2025-04-26,2025-04-28,2000,40,433180,Rail,Jaipur,Rajasthan
2334163,690831,82158,2024-05-18,2024-05-25,2024-05-26,10000,0,539000,Rail,Hyderabad,Telangana
5363818,307937,21317,2024-05-25,2024-06-02,2024-06-02,10000,500,2165900,Rail,Jaipur,Rajasthan
3047558,562958,77830,2024-09-03,2024-09-07,2024-09-10,500,5,42675,Air,Chennai,Tamil Nadu
3763410,313802,89752,2025-03-26,2025-03-30,2025-04-06,5000,50,356850,Road,Delhi,Delhi
5638317,176588,21317,2025-04-13,2025-04-18,2025-04-19,5000,50,576700,Air,Coimbatore,Tamil Nadu
3176470,301108,78378,2024-07-09,2024-07-13,2024-07-15,1000,10,211110,Road,Kolkata,West Bengal
4776191,360610,67273,2024-08-07,2024-08-14,2024-08-15,500,25,72660,Rail,Delhi,Delhi
5458731,313802,82158,2024-03-18,2024-03-24,2024-03-25,10000,100,713700,Road,Delhi,Delhi
8265039,381632,40433,2024-06-19,2024-06-25,2024-07-02,2000,20,385260,Air,Mumbai,Maharashtra
2919113,938521,24395,2024-07-27,2024-08-02,2024-08-07,2000,40,293040,Rail,Vadodara,Gujarat
5648314,512461,95673,2024-05-05,2024-05-12,2024-05-19,5000,250,1078950,Road,Pune,Maharashtra
1165595,176588,82158,2024-06-14,2024-06-21,2024-06-23,1000,0,115340,Air,Coimbatore,Tamil Nadu
1310487,118675,21317,2024-12-06,2024-12-12,2024-12-14,10000,500,767200,Air,Surat,Gujarat
7340060,381632,82158,2024-04-29,2024-05-04,2024-05-07,10000,500,1926300,Road,Mumbai,Maharashtra
9784637,781209,21317,2024-07-10,2024-07-18,2024-07-19,5000,0,261550,Road,Ahmedabad,Gujarat
3584031,912391,77830,2024-02-26,2024-03-03,2024-03-04,10000,500,1686900,Air,Kolkata,West Bengal
9022015,328815,21317,2025-05-24,2025-05-28,2025-05-29,5000,100,297100,Road,Nagpur,Maharashtra
7594055,640867,89752,2025-06-15,2025-06-20,2025-06-21,1000,0,175830,Air,Bhubaneswar,Odisha
9163569,140937,89752,2024-04-10,2024-04-15,2024-04-17,5000,0,726550,Air,Indore,Madhya Pradesh
1312274,313802,77830,2024-07-11,2024-07-16,2024-07-16,500,10,35685,Air,Delhi,Delhi
9254616,924197,82158,2025-05-15,2025-05-23,2025-05-30,5000,250,898700,Rail,Indore,Madhya Pradesh
4085692,302361,78069,2024-08-03,2024-08-09,2024-08-16,10000,200,1386300,Road,Bhubaneswar,Odisha
8512931,313802,82158,2024-08-30,2024-09-07,2024-09-10,500,0,35685,Road,Delhi,Delhi
2984402,853594,82158,2024-01-18,2024-01-24,2024-01-26,1000,50,182990,Air,Indore,Madhya Pradesh
1238964,512461,24395,2024-03-24,2024-04-01,2024-04-06,2000,0,431580,Rail,Pune,Maharashtra
9711219,187821,78378,2024-03-09,2024-03-15,2024-03-16,1000,0,228170,Road,Coimbatore,Tamil Nadu
4247247,492904,16209,2024-06-01,2024-06-09,2024-06-10,10000,200,1510800,Air,Kolkata,West Bengal
9539931,307937,40433,2024-01-25,2024-01-29,2024-01-31,1000,50,216590,Rail,Jaipur,Rajasthan
7026965,307937,89752,2025-06-07,2025-06-12,2025-06-12,10000,100,2165900,Road,Jaipur,Rajasthan
7540650,924197,78069,2025-03-01,2025-03-08,2025-03-08,1000,50,179740,Road,Indore,Madhya Pradesh
4022307,302361,78069,2024-04-27,2024-05-02,2024-05-05,500,5,69315,Air,Bhubaneswar,Odisha
8392053,512461,78069,2024-06-04,2024-06-08,2024-06-09,1000,0,215790,Air,Pune,Maharashtra
6951414,313802,88434,2025-04-16,2025-04-23,2025-04-26,1000,0,71370,Road,Delhi,Delhi
5616259,781209,21317,2024-04-01,2024-04-05,2024-04-05,5000,250,261550,Road,Ahmedabad,Gujarat
4987278,302361,78378,2024-05-12,2024-05-17,2024-05-17,500,0,69315,Rail,Bhubaneswar,Odisha
3394725,381632,78378,2024-05-19,2024-05-25,2024-06-01,10000,500,1926300,Road,Mumbai,Maharashtra
3069011,938521,88434,2024-07-21,2024-07-29,2024-08-05,1000,0,146520,Rail,Vadodara,Gujarat
2636822,690831,89752,2024-07-16,2024-07-23,2024-07-26,2000,20,107800,Air,Hyderabad,Telangana
1405784,307937,78069,2024-01-14,2024-01-19,2024-01-22,2000,0,433180,Road,Jaipur,Rajasthan
1665617,187821,16209,2024-10-15,2024-10-20,2024-10-20,500,10,114085,Road,Coimbatore,Tamil Nadu
3697780,736402,89752,2025-02-08,2025-02-16,2025-02-17,2000,0,147900,Air,Jaipur,Rajasthan
3051015,781209,21317,2024-11-30,2024-12-05,2024-12-06,10000,200,523100,Rail,Ahmedabad,Gujarat
9947543,187821,67273,2024-05-11,2024-05-15,2024-05-20,1000,20,228170,Rail,Coimbatore,Tamil Nadu
4381354,736402,21317,2025-01-24,2025-01-28,2025-02-04,500,5,36975,Air,Jaipur,Rajasthan
3773748,302361,78069,2024-12-19,2024-12-24,2024-12-31,10000,500,1386300,Road,Bhubaneswar,Odisha
4370264,924197,82158,2024-04-09,2024-04-14,2024-04-17,500,5,89870,Rail,Indore,Madhya Pradesh
8848877,363028,40433,2024-07-14,2024-07-21,2024-07-23,10000,200,770300,Air,Bhubaneswar,Odisha
8351835,492904,78378,2025-01-10,2025-01-17,2025-01-19,1000,10,151080,Road,Kolkata,West Bengal
1039197,853594,24395,2024-09-22,2024-09-26,2024-10-03,1000,0,182990,Road,Indore,Madhya Pradesh
4195074,492904,21317,2025-05-08,2025-05-12,2025-05-15,500,10,75540,Air,Kolkata,West Bengal
6316708,690831,95673,2024-06-14,2024-06-21,2024-06-22,10000,500,539000,Rail,Hyderabad,Telangana
1208619,307937,78069,2024-03-02,2024-03-07,2024-03-12,10000,0,2165900,Rail,Jaipur,Rajasthan
7852670,313802,24395,2024-03-28,2024-04-04,2024-04-07,10000,0,713700,Rail,Delhi,Delhi
2989285,301108,82158,2024-08-21,2024-08-26,2024-08-27,2000,0,422220,Rail,Kolkata,West Bengal
2187253,140937,88434,2024-11-23,2024-11-29,2024-11-30,500,5,72655,Air,Indore,Madhya Pradesh
3538157,381632,40433,2024-10-19,2024-10-23,2024-10-24,500,0,96315,Road,Mumbai,Maharashtra
8817465,187821,89752,2025-01-06,2025-01-13,2025-01-16,10000,500,2281700,Rail,Coimbatore,Tamil Nadu
1326463,640867,67273,2025-03-09,2025-03-15,2025-03-20,500,10,87915,Rail,Bhubaneswar,Odisha
8618512,187821,95673,2024-12-22,2024-12-28,2024-12-30,5000,50,1140850,Road,Coimbatore,Tamil Nadu
4893600,938521,78378,2024-09-14,2024-09-21,2024-09-21,1000,20,146520,Rail,Vadodara,Gujarat
1969768,165878,78378,2025-03-20,2025-03-24,2025-03-24,500,0,11355,Road,Bhubaneswar,Odisha
9601844,690831,89752,2025-06-10,2025-06-14,2025-06-14,1000,0,53900,Air,Hyderabad,Telangana
8059145,736402,67273,2025-02-26,2025-03-06,2025-03-07,500,25,36975,Rail,Jaipur,Rajasthan
6607995,640867,77830,2024-10-09,2024-10-13,2024-10-16,1000,50,175830,Air,Bhubaneswar,Odisha
9634077,187821,95673,2024-02-13,2024-02-21,2024-02-21,10000,0,2281700,Air,Coimbatore,Tamil Nadu
5515257,912391,24395,2025-01-10,2025-01-17,2025-01-17,1000,0,168690,Air,Kolkata,West Bengal
9256341,360610,89752,2024-04-20,2024-04-26,2024-05-03,500,25,72660,Road,Delhi,Delhi
1109280,736402,82158,2024-07-19,2024-07-27,2024-07-27,5000,250,369750,Road,Jaipur,Rajasthan
4411651,301108,16209,2024-09-09,2024-09-13,2024-09-16,1000,20,211110,Road,Kolkata,West Bengal
5555892,690831,88434,2024-02-18,2024-02-24,2024-02-26,10000,200,539000,Rail,Hyderabad,Telangana
7907291,736402,78378,2024-11-03,2024-11-08,2024-11-11,1000,0,73950,Air,Jaipur,Rajasthan
3709353,512461,40433,2024-07-20,2024-07-24,2024-07-24,10000,500,2157900,Road,Pune,Maharashtra
5229775,690831,88434,2024-12-23,2024-12-31,2025-01-05,2000,100,107800,Rail,Hyderabad,Telangana
1673890,547239,82158,2025-03-15,2025-03-23,2025-03-25,5000,0,1165250,Road,Delhi,Delhi
7032162,313802,24395,2024-05-03,2024-05-11,2024-05-11,2000,20,142740,Air,Delhi,Delhi
6465700,853594,89752,2024-07-24,2024-08-01,2024-08-04,1000,50,182990,Rail,Indore,Madhya Pradesh
4751953,176588,16209,2025-03-23,2025-03-30,2025-04-02,1000,0,115340,Rail,Coimbatore,Tamil Nadu
6565576,301108,40433,2024-03-06,2024-03-14,2024-03-15,1000,50,211110,Road,Kolkata,West Bengal
5238125,313802,40433,2024-02-02,2024-02-06,2024-02-08,5000,250,356850,Rail,Delhi,Delhi
6016786,853594,77830,2024-04-12,2024-04-18,2024-04-20,10000,0,1829900,Road,Indore,Madhya Pradesh
3673779,853594,77830,2024-04-29,2024-05-03,2024-05-06,10000,500,1829900,Air,Indore,Madhya Pradesh
5658283,853594,95673,2025-04-23,2025-04-27,2025-04-29,500,0,91495,Air,Indore,Madhya Pradesh
1007305,512461,16209,2024-09-25,2024-10-03,2024-10-04,10000,0,2157900,Air,Pune,Maharashtra
2800491,363028,78069,2024-10-03,2024-10-11,2024-10-11,2000,20,154060,Air,Bhubaneswar,Odisha
8021818,853594,95673,2024-03-08,2024-03-14,2024-03-15,500,10,91495,Air,Indore,Madhya Pradesh
5635928,690831,78378,2025-05-28,2025-06-01,2025-06-06,2000,100,107800,Rail,Hyderabad,Telangana
9751528,912391,67273,2025-06-25,2025-07-02,2025-07-09,1000,0,168690,Road,Kolkata,West Bengal
7931331,674253,89752,2025-04-19,2025-04-27,2025-04-30,500,25,70910,Rail,Surat,Gujarat
7062896,912391,40433,2024-10-26,2024-10-30,2024-11-02,5000,0,843450,Road,Kolkata,West Bengal
1917022,912391,21317,2024-08-09,2024-08-16,2024-08-18,500,25,84345,Rail,Kolkata,West Bengal
9827173,187821,95673,2024-09-29,2024-10-04,2024-10-05,1000,20,228170,Rail,Coimbatore,Tamil Nadu
6123544,781209,40433,2024-07-06,2024-07-11,2024-07-18,10000,200,523100,Air,Ahmedabad,Gujarat
9651883,492904,67273,2024-04-26,2024-05-04,2024-05-07,500,0,75540,Air,Kolkata,West Bengal
5448752,781209,67273,2024-09-27,2024-10-02,2024-10-05,1000,0,52310,Road,Ahmedabad,Gujarat
1864690,924197,77830,2025-04-23,2025-04-27,2025-05-02,5000,50,898700,Road,Indore,Madhya Pradesh
8087366,302361,16209,2024-04-01,2024-04-08,2024-04-08,1000,0,138630,Air,Bhubaneswar,Odisha
9133527,313802,40433,2024-09-22,2024-09-26,2024-10-01,500,5,35685,Rail,Delhi,Delhi
7963548,328815,78378,2025-06-09,2025-06-17,2025-06-22,10000,500,594200,Road,Nagpur,Maharashtra
9338443,512461,77830,2024-04-24,2024-04-28,2024-05-01,500,10,107895,Air,Pune,Maharashtra
5659167,187821,21317,2025-06-04,2025-06-08,2025-06-08,10000,500,2281700,Rail,Coimbatore,Tamil Nadu
1757788,547239,78378,2024-11-07,2024-11-15,2024-11-16,1000,0,233050,Rail,Delhi,Delhi
3094798,924197,77830,2024-12-30,2025-01-07,2025-01-12,1000,50,179740,Air,Indore,Madhya Pradesh
5317243,781209,88434,2025-01-17,2025-01-24,2025-01-24,10000,100,523100,Road,Ahmedabad,Gujarat
9652447,736402,16209,2024-01-27,2024-02-02,2024-02-07,500,25,36975,Rail,Jaipur,Rajasthan
7407207,302361,77830,2024-11-23,2024-11-30,2024-12-07,500,5,69315,Road,Bhubaneswar,Odisha
4638186,912391,21317,2025-01-24,2025-02-01,2025-02-01,2000,100,337380,Road,Kolkata,West Bengal
3977469,187821,40433,2024-03-27,2024-04-01,2024-04-06,5000,100,1140850,Road,Coimbatore,Tamil Nadu
2292084,512461,82158,2025-03-09,2025-03-17,2025-03-22,1000,50,215790,Air,Pune,Maharashtra
2772016,140937,16209,2025-02-05,2025-02-13,2025-02-20,5000,0,726550,Rail,Indore,Madhya Pradesh
6023151,674253,77830,2024-02-14,2024-02-22,2024-02-24,1000,0,141820,Rail,Surat,Gujarat
5904985,176588,95673,2024-03-31,2024-04-08,2024-04-11,500,10,57670,Rail,Coimbatore,Tamil Nadu
3402353,118675,21317,2024-02-15,2024-02-22,2024-02-27,1000,10,76720,Rail,Surat,Gujarat
1026142,938521,78378,2024-10-17,2024-10-25,2024-10-30,1000,20,146520,Air,Vadodara,Gujarat
1646349,187821,78069,2025-01-21,2025-01-27,2025-01-27,5000,250,1140850,Road,Coimbatore,Tamil Nadu
5469656,690831,88434,2024-10-26,2024-10-30,2024-11-04,5000,100,269500,Air,Hyderabad,Telangana
9174925,938521,16209,2025-01-20,2025-01-27,2025-02-01,1000,20,146520,Air,Vadodara,Gujarat
8961380,912391,78378,2025-03-15,2025-03-19,2025-03-21,5000,100,843450,Road,Kolkata,West Bengal
4476922,307937,88434,2024-03-07,2024-03-14,2024-03-14,1000,20,216590,Road,Jaipur,Rajasthan
3917829,140937,78378,2025-01-30,2025-02-04,2025-02-05,2000,20,290620,Air,Indore,Madhya Pradesh
7680216,853594,21317,2025-02-20,2025-02-26,2025-03-03,10000,100,1829900,Road,Indore,Madhya Pradesh
4629177,720230,78069,2025-05-29,2025-06-06,2025-06-07,2000,100,80800,Air,Jaipur,Rajasthan
3935111,522606,16209,2025-05-28,2025-06-02,2025-06-07,500,25,64030,Road,Jaipur,Rajasthan
